member_id,Agente,Email,Data,Status,Time,Canal,Contrato
a1R3j000003gFUqEAM,Mooneyham Oneill,mooneyham.oneill@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003gGZZEA2,Strickler Roberge,strickler.roberge@casedisponibilidade.br,2022-02-16,Ativo,Time3,Chat,CLT
a1R3j0000043sWGEAY,Behrens Conger,behrens.conger@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003gHOXEA2,Goldstein Lafontaine,goldstein.lafontaine@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003na8FEAQ,Audette Bice,audette.bice@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003gH5hEAE,Maas Griggs,maas.griggs@casedisponibilidade.br,2022-02-21,Ativo,Time3,Chat,CLT
a1R3j0000043nLFEAY,Paulino Newman,paulino.newman@casedisponibilidade.br,2022-02-09,Ativo,Time3,Chat,CLT
a1R3j000003gHKDEA2,Derr Barkley,derr.barkley@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j000003gGJCEA2,Rojas Breen,rojas.breen@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j0000043sVqEAI,Mosby Currie,mosby.currie@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j0000043sW5EAI,Jamerson Burnside,jamerson.burnside@casedisponibilidade.br,2022-02-27,Ativo,Time2,Chat,CLT
a1R3j000002bC02EAE,Chapple Romine,chapple.romine@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000003gHOrEAM,Ayers Bracey,ayers.bracey@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT*
a1R3j000003gGJCEA2,Rojas Breen,rojas.breen@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000003ncMGEAY,Ching Burkhalter,ching.burkhalter@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j000002bCoxEAE,Goldsberry Hearne,goldsberry.hearne@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R41000002LqutEAC,Craver Shore,craver.shore@casedisponibilidade.br,2022-02-23,Ativo,Time2,Chat,CLT
a1R3j0000043sWBEAY,Vargas Chrisman,vargas.chrisman@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000003nb48EAA,Prosser Obryan,prosser.obryan@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j0000043oEsEAI,Meyer Mulder,meyer.mulder@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003ndC8EAI,Bucher Underhill,bucher.underhill@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000003na8CEAQ,Forman Mauk,forman.mauk@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j0000043sz4EAA,Doss Barrier,doss.barrier@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003gHJvEAM,Mccurry Borkowski,mccurry.borkowski@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j000003gGIfEAM,Navarrete Cooks,navarrete.cooks@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000003ndBgEAI,Halliburton Eden,halliburton.eden@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000003gHJbEAM,Coe Reichert,coe.reichert@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j000003ndBfEAI,Belle Judge,belle.judge@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000002bAacEAE,Bullington Heim,bullington.heim@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000002b73uEAA,Morehead Nye,morehead.nye@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R3j000003gHOHEA2,Carley Despain,carley.despain@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000002b73kEAA,Kissinger Colburn,kissinger.colburn@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT*
a1R3j000003na8FEAQ,Audette Bice,audette.bice@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R3j000003gH1lEAE,Salmon Christman,salmon.christman@casedisponibilidade.br,2022-02-28,Ativo,Time2,Chat,CLT
a1R3j0000043oF4EAI,Yim Gove,yim.gove@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j0000043szBEAQ,Lesko Diorio,lesko.diorio@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j0000043sVrEAI,Gandy Bolin,gandy.bolin@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003gCfZEAU,Marcum Varnado,marcum.varnado@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT*
a1R3j0000043rzhEAA,Snead Breton,snead.breton@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R3j000002bCYbEAM,Dancy Hollingsworth,dancy.hollingsworth@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000002b72pEAA,Bernardo Varner,bernardo.varner@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003na8EEAQ,Scarbrough Trapp,scarbrough.trapp@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R3j0000043s1qEAA,Dockery Bartell,dockery.bartell@casedisponibilidade.br,2022-02-18,Ativo,Time3,Chat,CLT
a1R3j0000043sxDEAQ,Leos Darden,leos.darden@casedisponibilidade.br,2022-02-22,Ativo,Time3,Chat,CLT
a1R3j000003gHJpEAM,Leatherman Hemingway,leatherman.hemingway@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j0000043sW2EAI,Stowers Neubauer,stowers.neubauer@casedisponibilidade.br,2022-02-15,Ativo,Time2,Chat,CLT
a1R3j000002b5jCEAQ,Woods Bushnell,woods.bushnell@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j0000043rzLEAQ,Safford Drees,safford.drees@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j0000043sVkEAI,Burrell Tracey,burrell.tracey@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j000003gHOsEAM,Kellum Florio,kellum.florio@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000003gHJhEAM,Lutz Brady,lutz.brady@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000002bAacEAE,Bullington Heim,bullington.heim@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j0000043oEsEAI,Meyer Mulder,meyer.mulder@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R1L000007YXREUA4,Brunner Eklund,brunner.eklund@casedisponibilidade.br,2022-02-24,Férias,Time1,Chat,CLT
a1R3j0000043oEyEAI,Farias Maya,farias.maya@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000002bBpgEAE,Royston Samuels,royston.samuels@casedisponibilidade.br,2022-02-02,Ativo,Time3,Chat,CLT
a1R3j0000043rzUEAQ,Durham Mccracken,durham.mccracken@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000002bBoMEAU,Urbina Matheny,urbina.matheny@casedisponibilidade.br,2022-02-25,Ativo,Time3,Chat,CLT
a1R3j000003gH1aEAE,Harville Quimby,harville.quimby@casedisponibilidade.br,2022-02-24,Ativo,Time3,Chat,CLT
a1R1L000007YXRAUA4,Pereira Ng,pereira.ng@casedisponibilidade.br,2022-02-17,Ativo,Time2,Chat,CLT
a1R3j0000043rzmEAA,Sine Sites,sine.sites@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j0000043rzLEAQ,Safford Drees,safford.drees@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j0000043sWdEAI,Krauss Breault,krauss.breault@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R1L000008dS6VUAU,Pinson Raphael,pinson.raphael@casedisponibilidade.br,2022-02-19,Ativo,Time2,Chat,CLT
a1R3j000003gEBhEAM,Mateo Defelice,mateo.defelice@casedisponibilidade.br,2022-02-16,Ativo,Time2,Chat,CLT
a1R3j000003na7yEAA,Pettis Mccary,pettis.mccary@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003ndCEEAY,Fordham Senn,fordham.senn@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000002b5ijEAA,Sanabria Johansen,sanabria.johansen@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R1L000007PP7hUAG,Lucky Trantham,lucky.trantham@casedisponibilidade.br,2022-02-11,Ativo,Time2,Chat,CLT
a1R3j000003gGYsEAM,Fender Jarman,fender.jarman@casedisponibilidade.br,2022-02-13,Ativo,Time3,Chat,CLT
a1R3j000002b5j8EAA,Melchor Colucci,melchor.colucci@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003gHJtEAM,Neeley Cosentino,neeley.cosentino@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT*
a1R3j000002b73fEAA,Bordelon Tyndall,bordelon.tyndall@casedisponibilidade.br,2022-02-10,Ativo,Time2,Chat,CLT
a1R3j000003gAfxEAE,Lemons Blair,lemons.blair@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000002bCosEAE,Whiteside Ramsay,whiteside.ramsay@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R41000002LqutEAC,Craver Shore,craver.shore@casedisponibilidade.br,2022-02-04,Ativo,Time2,Chat,CLT
a1R3j000002b73uEAA,Morehead Nye,morehead.nye@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j0000043oEsEAI,Meyer Mulder,meyer.mulder@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003nb4HEAQ,Chaplin Pastor,chaplin.pastor@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j000002b5igEAA,Ralston Battle,ralston.battle@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j0000043szKEAQ,Kennedy Housley,kennedy.housley@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j000002bCYbEAM,Dancy Hollingsworth,dancy.hollingsworth@casedisponibilidade.br,2022-02-11,Ativo,Time1,Chat,CLT
a1R3j000003ndC6EAI,Westlund Wooldridge,westlund.wooldridge@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000002bCpEEAU,Braziel Mclellan,braziel.mclellan@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003gHJqEAM,Voyles Flatt,voyles.flatt@casedisponibilidade.br,2022-02-22,Ativo,Time1,Chat,CLT
a1R3j000002bBoVEAU,Campagna Mier,campagna.mier@casedisponibilidade.br,2022-02-06,Férias,Time3,Chat,CLT
a1R3j000003ndCGEAY,Husted Bingaman,husted.bingaman@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j000003ndCNEAY,Abreu Alves,abreu.alves@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R410000049DfKEAU,Bigler Cordeiro,bigler.cordeiro@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000003na8WEAQ,Richards Stenson,richards.stenson@casedisponibilidade.br,2022-02-19,Ativo,Time2,Chat,CLT
a1R3j000003ncMcEAI,Kushner Wagoner,kushner.wagoner@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R1L00000F91thUAB,Dixon Hillard,dixon.hillard@casedisponibilidade.br,2022-02-15,Ativo,Time2,Chat,CLT
a1R3j0000043sW4EAI,Roop Worley,roop.worley@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003gGI6EAM,Hollis Bloch,hollis.bloch@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j0000043s1mEAA,Mitchell Bible,mitchell.bible@casedisponibilidade.br,2022-02-02,Ativo,Time3,Chat,CLT
a1R3j000003gGI1EAM,Chalfant Doane,chalfant.doane@casedisponibilidade.br,2022-02-26,Ativo,Time2,Chat,CLT
a1R3j0000043oECEAY,Bourgeois Girard,bourgeois.girard@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R1L000008ddr1UAA,Lalonde Blevins,lalonde.blevins@casedisponibilidade.br,2022-02-03,Ativo,Time2,Chat,CLT
a1R1L000008defAUAQ,Freese Wentworth,freese.wentworth@casedisponibilidade.br,2022-02-12,Ativo,Time2,Chat,CLT
a1R3j000003ndBoEAI,Doughty Cavazos,doughty.cavazos@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003gHOHEA2,Carley Despain,carley.despain@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003na7pEAA,Porter Dunston,porter.dunston@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R41000004BOoqEAG,Braley Thompson,braley.thompson@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000002b73LEAQ,Mohan Mcnary,mohan.mcnary@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000002b744EAA,Wilmoth Loughlin,wilmoth.loughlin@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT*
a1R3j000003na8EEAQ,Scarbrough Trapp,scarbrough.trapp@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j000003gHKIEA2,Amey Kaye,amey.kaye@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R1L000008cZzKUAU,Norris Finlay,norris.finlay@casedisponibilidade.br,2022-02-20,Ativo,Time2,Chat,CLT
a1R3j0000043rzHEAQ,Charbonneau Pepin,charbonneau.pepin@casedisponibilidade.br,2022-02-26,Ativo,Time1,Chat,CLT
a1R3j000002bBq2EAE,Paynter Fitz,paynter.fitz@casedisponibilidade.br,2022-02-13,Ativo,Time3,Chat,CLT
a1R3j0000043oEWEAY,Beane Adrian,beane.adrian@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000003ncMDEAY,Kimberlin Mccarver,kimberlin.mccarver@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000003nb4IEAQ,Lazo Chavira,lazo.chavira@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT*
a1R1L000008dfbPUAQ,Nakamura Counts,nakamura.counts@casedisponibilidade.br,2022-02-01,Ativo,Time2,Chat,CLT
a1R3j000003nb42EAA,Cannon Stalker,cannon.stalker@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000003ndBoEAI,Doughty Cavazos,doughty.cavazos@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j000003na7qEAA,Brogdon Catlin,brogdon.catlin@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003gHOpEAM,Hartwell Mefford,hartwell.mefford@casedisponibilidade.br,2022-02-13,Ativo,Time1,Chat,CLT
a1R3j0000043oF7EAI,Radtke Hazzard,radtke.hazzard@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000002b72jEAA,Bejarano Monaghan,bejarano.monaghan@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000003ncfQEAQ,Willhite Jost,willhite.jost@casedisponibilidade.br,2022-02-13,Ativo,Time3,Chat,CLT
a1R3j0000043sz6EAA,Grau Glazer,grau.glazer@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R3j000003ndCPEAY,Rosales Milne,rosales.milne@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003gHOPEA2,Brimmer Brinkman,brimmer.brinkman@casedisponibilidade.br,2022-02-06,Ativo,Time1,Chat,CLT
a1R3j000003gGIqEAM,Pointer Leone,pointer.leone@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j0000043oEtEAI,Hebert Prater,hebert.prater@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
a1R3j000003gEBaEAM,Cantrell Kunkle,cantrell.kunkle@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R1L00000F91tDUAR,Rao Fajardo,rao.fajardo@casedisponibilidade.br,2022-02-22,Ativo,Time2,Chat,CLT
a1R3j0000043rzNEAQ,Benning Childress,benning.childress@casedisponibilidade.br,2022-02-18,Ativo,Time2,Chat,CLT
a1R1L000008deeyUAA,Butcher Milliken,butcher.milliken@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j0000043nikEAA,West Mandel,west.mandel@casedisponibilidade.br,2022-02-19,Ativo,Time3,Chat,CLT
a1R3j000003gGYVEA2,Saucedo Omalley,saucedo.omalley@casedisponibilidade.br,2022-02-12,Ativo,Time3,Chat,CLT
a1R3j000003gHPJEA2,Daigle Branham,daigle.branham@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003gEBhEAM,Mateo Defelice,mateo.defelice@casedisponibilidade.br,2022-02-02,Ativo,Time2,Chat,CLT
a1R3j0000043rz8EAA,Greeley Kepler,greeley.kepler@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R3j0000043oEUEAY,Vadnais Stambaugh,vadnais.stambaugh@casedisponibilidade.br,2022-02-14,Ativo,Time2,Chat,CLT
a1R3j000003gHJhEAM,Lutz Brady,lutz.brady@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000002bBppEAE,Driver Santamaria,driver.santamaria@casedisponibilidade.br,2022-02-04,Ativo,Time3,Chat,CLT
a1R3j000003gHOdEAM,Wyant Teter,wyant.teter@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003na86EAA,Donato Shackelford,donato.shackelford@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j000003gHK6EAM,Sipe Boston,sipe.boston@casedisponibilidade.br,2022-02-04,Ativo,Time1,Chat,CLT
a1R3j0000043s1mEAA,Mitchell Bible,mitchell.bible@casedisponibilidade.br,2022-02-12,Ativo,Time3,Chat,CLT
a1R3j0000043oEtEAI,Hebert Prater,hebert.prater@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j000003gGZkEAM,Fix Madden,fix.madden@casedisponibilidade.br,2022-02-28,Ativo,Time3,Chat,CLT
a1R3j000002b8aaEAA,Stamper Hack,stamper.hack@casedisponibilidade.br,2022-02-07,Ativo,Time1,Chat,CLT
a1R3j0000043szoEAA,Valencia Tafoya,valencia.tafoya@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000002b72wEAA,Bays Lien,bays.lien@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R3j000003ndBbEAI,Hepburn Gantt,hepburn.gantt@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j0000043rzpEAA,Macarthur Bateman,macarthur.bateman@casedisponibilidade.br,2022-02-01,Ativo,Time1,Chat,CLT
a1R3j000003na8IEAQ,Hock Marti,hock.marti@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j0000043rzNEAQ,Benning Childress,benning.childress@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j000002bBpmEAE,Seals Witter,seals.witter@casedisponibilidade.br,2022-02-12,Ativo,Time3,Chat,CLT
a1R3j000003gHJfEAM,Embrey Markley,embrey.markley@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003gHP8EAM,Mccool Whisenhunt,mccool.whisenhunt@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j000003nb47EAA,June Drayton,june.drayton@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R1L000007IvtrUAC,Pardue Brownlee,pardue.brownlee@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R1L000008defAUAQ,Freese Wentworth,freese.wentworth@casedisponibilidade.br,2022-02-02,Ativo,Time2,Chat,CLT
a1R3j000003ndBkEAI,Lotz Dorman,lotz.dorman@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000003na8REAQ,Yandell Gatto,yandell.gatto@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000002b8auEAA,Oates Messina,oates.messina@casedisponibilidade.br,2022-02-04,Ativo,Time2,Chat,CLT
a1R3j000003gGYuEAM,Curl Helgeson,curl.helgeson@casedisponibilidade.br,2022-02-01,Ativo,Time3,Chat,CLT
a1R3j0000043szaEAA,Roush Parker,roush.parker@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j0000043szREAQ,Durkin Thrift,durkin.thrift@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000003gHJyEAM,Milligan Ezell,milligan.ezell@casedisponibilidade.br,2022-02-09,Ativo,Time1,Chat,CLT
a1R3j0000043sWIEAY,Horning Carter,horning.carter@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R1L000008dhv2UAA,Panek Ligon,panek.ligon@casedisponibilidade.br,2022-02-24,Ativo,Time1,Chat,CLT
a1R3j000003gHJdEAM,Trice Priest,trice.priest@casedisponibilidade.br,2022-02-11,Ativo,Time2,Chat,CLT
a1R3j000003gHKeEAM,Telford Ricciardi,telford.ricciardi@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003gGYsEAM,Fender Jarman,fender.jarman@casedisponibilidade.br,2022-02-15,Ativo,Time3,Chat,CLT
a1R3j000002bBoMEAU,Urbina Matheny,urbina.matheny@casedisponibilidade.br,2022-02-19,Ativo,Time3,Chat,CLT
a1R3j000003ncMDEAY,Kimberlin Mccarver,kimberlin.mccarver@casedisponibilidade.br,2022-02-02,Ativo,Time1,Chat,CLT
a1R3j000003gHJbEAM,Coe Reichert,coe.reichert@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R1L000008dfmaUAA,Duplessis Winder,duplessis.winder@casedisponibilidade.br,2022-02-18,Ativo,Time3,Chat,CLT
a1R3j0000043sVVEAY,Lees Pease,lees.pease@casedisponibilidade.br,2022-02-05,Ativo,Time1,Chat,CLT
a1R3j000002b738EAA,Shreve Heater,shreve.heater@casedisponibilidade.br,2022-02-10,Ativo,Time1,Chat,CLT
a1R3j000003gGXrEAM,Stott Bolt,stott.bolt@casedisponibilidade.br,2022-02-25,Ativo,Time3,Chat,CLT
a1R41000004B2uiEAC,Penland Hutton,penland.hutton@casedisponibilidade.br,2022-02-11,Ativo,Time3,Chat,CLT
a1R3j000003nb4KEAQ,Rowan Tedder,rowan.tedder@casedisponibilidade.br,2022-02-21,Ativo,Time1,Chat,CLT
a1R3j000002b8aSEAQ,Treece Kahler,treece.kahler@casedisponibilidade.br,2022-02-12,Férias,Time1,Chat,CLT
a1R3j000003gHJaEAM,Gilliland Heard,gilliland.heard@casedisponibilidade.br,2022-02-08,Ativo,Time1,Chat,CLT
a1R3j000002b73rEAA,Keys Wiggs,keys.wiggs@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000002b8apEAA,Brawner Goines,brawner.goines@casedisponibilidade.br,2022-02-27,Ativo,Time1,Chat,CLT
a1R3j000002b8agEAA,Mangum Teague,mangum.teague@casedisponibilidade.br,2022-02-14,Ativo,Time2,Chat,CLT
a1R3j000002b6KLEAY,Chevalier Lightner,chevalier.lightner@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j0000043oF7EAI,Radtke Hazzard,radtke.hazzard@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003ndC8EAI,Bucher Underhill,bucher.underhill@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j000003gH1ZEAU,Dalrymple Greenhaw,dalrymple.greenhaw@casedisponibilidade.br,2022-02-19,Ativo,Time3,Chat,CLT
a1R3j000003gEChEAM,Whitmire Windsor,whitmire.windsor@casedisponibilidade.br,2022-02-18,Ativo,Time1,Chat,CLT
a1R3j000003nb3xEAA,Woolery Diep,woolery.diep@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000003gHJaEAM,Gilliland Heard,gilliland.heard@casedisponibilidade.br,2022-02-15,Ativo,Time1,Chat,CLT
a1R3j0000043oF0EAI,Hudson Lao,hudson.lao@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j0000043rzEEAQ,Caballero Ulloa,caballero.ulloa@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003gGI6EAM,Hollis Bloch,hollis.bloch@casedisponibilidade.br,2022-02-16,Ativo,Time1,Chat,CLT
a1R3j000003gGI6EAM,Hollis Bloch,hollis.bloch@casedisponibilidade.br,2022-02-20,Ativo,Time1,Chat,CLT
a1R3j000003gFUtEAM,Crumley Ebersole,crumley.ebersole@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R3j000003ncMeEAI,Keyser Durst,keyser.durst@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R41000002LqutEAC,Craver Shore,craver.shore@casedisponibilidade.br,2022-02-01,Ativo,Time2,Chat,CLT
a1R3j0000043szPEAQ,Gowan Maness,gowan.maness@casedisponibilidade.br,2022-02-17,Ativo,Time1,Chat,CLT
a1R3j000003gECkEAM,Prickett Byers,prickett.byers@casedisponibilidade.br,2022-02-02,Ativo,Time2,Chat,CLT
a1R1L000008eTNNUA2,Warwick Steiger,warwick.steiger@casedisponibilidade.br,2022-02-01,Férias,Time2,Chat,CLT
a1R3j000002b73fEAA,Bordelon Tyndall,bordelon.tyndall@casedisponibilidade.br,2022-02-09,Ativo,Time2,Chat,CLT
a1R3j0000043sWBEAY,Vargas Chrisman,vargas.chrisman@casedisponibilidade.br,2022-02-23,Ativo,Time1,Chat,CLT
a1R3j000003nb45EAA,Woodyard Harry,woodyard.harry@casedisponibilidade.br,2022-02-14,Ativo,Time1,Chat,CLT
a1R1L00000F91tEUAR,Santiago Sappington,santiago.sappington@casedisponibilidade.br,2022-02-28,Ativo,Time1,Chat,CLT
a1R3j000003gGYFEA2,Nightingale Poirier,nightingale.poirier@casedisponibilidade.br,2022-02-28,Ativo,Time3,Chat,CLT
a1R1L000007YXRAUA4,Pereira Ng,pereira.ng@casedisponibilidade.br,2022-02-21,Ativo,Time2,Chat,CLT
a1R3j0000043sWgEAI,Normand Stegall,normand.stegall@casedisponibilidade.br,2022-02-19,Ativo,Time1,Chat,CLT
a1R3j000002b8aZEAQ,Lujan Boles,lujan.boles@casedisponibilidade.br,2022-02-03,Ativo,Time1,Chat,CLT
a1R3j000003ncMOEAY,Winton Fritz,winton.fritz@casedisponibilidade.br,2022-02-25,Ativo,Time1,Chat,CLT
a1R3j0000043oEgEAI,Stultz Kraft,stultz.kraft@casedisponibilidade.br,2022-02-12,Ativo,Time1,Chat,CLT
